"","WOType","Borough","WOCategory","WOWoodRemains","WOWireConflict","CreatedDate"
"4534","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"4535","Tree Removal","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/12"
"4536","Limb Down","Queens","Post-Failure Tree/Debris Removal","All Wood Removed","No Util Conflict Present","20/02/12"
"4537","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/28"
"4538","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"4539","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"4540","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/11"
"4541","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4542","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"4543","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"4544","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"4545","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/04"
"4546","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"4547","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/14"
"4548","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"4549","Pruning","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/18"
"4550","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"4551","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","Electric Utility Open","20/02/03"
"4552","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"4553","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"4554","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/13"
"4555","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"4556","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"4557","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"4558","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/28"
"4559","Tree Removal","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"4560","Pruning","Manhattan","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/03"
"4561","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/06"
"4562","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/17"
"4563","Pruning","Bronx","Risk Mitigation","< 4 in diam, <4 ft length","No Util Conflict Present","20/02/14"
"4564","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/06"
"4565","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"4566","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"4567","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"4568","Tree Removal","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/19"
"4569","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4570","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"4571","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/20"
"4572","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"4573","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"4574","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4575","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"4576","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"4577","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/26"
"4578","Limb Down","Queens","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/19"
"4579","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"4580","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"4581","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"4582","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"4583","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/25"
"4584","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4585","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"4586","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"4587","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"4588","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"4589","Tree Plant-Park Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"4590","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/19"
"4591","Tree Removal","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"4592","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"4593","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"4594","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"4595","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"4596","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"4597","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"4598","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"4599","Hanging Limb","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/10"
"4600","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"4601","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"4602","Tree Plant-Street Tree","Staten Island","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/02"
"4603","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"4604","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"4605","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"4606","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/03"
"4607","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"4608","Tree Removal","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"4609","Limb Down","Brooklyn","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/27"
"4610","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/05"
"4611","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/24"
"4612","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/26"
"4613","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"4614","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"4615","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4616","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/08"
"4617","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","Electric Utility Open","20/02/17"
"4618","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/11"
"4619","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/25"
"4620","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"4621","Limb Down","Queens","Post-Failure Tree/Debris Removal","All Wood Removed","No Util Conflict Present","20/02/26"
"4622","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"4623","Tree Removal","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"4624","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"4625","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"4626","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"4627","Tree Plant-Park Tree","Bronx","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/25"
"4628","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"4629","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"4630","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"4631","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"4632","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"4633","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/17"
"4634","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"4635","Stump Removal","Manhattan","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"4636","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"4637","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"4638","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"4639","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"4640","Tree Removal","Manhattan","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/03"
"4641","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/20"
"4642","Hanging Limb","Manhattan","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/03"
"4643","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"4644","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/27"
"4645","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"4646","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"4647","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4648","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"4649","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"4650","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"4651","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"4652","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"4653","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"4654","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"4655","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"4656","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/03"
"4657","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"4658","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"4659","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"4660","Limb Down","Brooklyn","Post-Failure Tree/Debris Removal","No Wood Debris","No Util Conflict Present","20/02/18"
"4661","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/28"
"4662","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"4663","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/13"
"4664","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/13"
"4665","Stump Removal","Queens","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/20"
"4666","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"4667","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"4668","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"4669","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"4670","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4671","Pruning","Manhattan","Risk Mitigation","Unprocessed Wood","No Util Conflict Present","20/02/22"
"4672","Pruning","Queens","Risk Mitigation","All Wood Removed","No Util Conflict Present","20/02/04"
"4673","Tree Removal","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/05"
"4674","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"4675","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"4676","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/20"
"4677","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
